currentRank,__typename,node.episodes.episodes.total,node.episodes.episodes.__typename,node.episodes.__typename,node.id,node.titleText.text,node.titleText.__typename,node.titleType.id,node.titleType.text,node.titleType.canHaveEpisodes,node.titleType.displayableProperty.value.plainText,node.titleType.displayableProperty.value.__typename,node.titleType.displayableProperty.__typename,node.titleType.__typename,node.originalTitleText.text,node.originalTitleText.__typename,node.primaryImage.id,node.primaryImage.width,node.primaryImage.height,node.primaryImage.url,node.primaryImage.caption.plainText,node.primaryImage.caption.__typename,node.primaryImage.__typename,node.releaseYear.year,node.releaseYear.endYear,node.releaseYear.__typename,node.ratingsSummary.aggregateRating,node.ratingsSummary.voteCount,node.ratingsSummary.__typename,node.runtime.seconds,node.runtime.__typename,node.certificate.rating,node.certificate.__typename,node.canRate.isRatable,node.canRate.__typename,node.titleGenres.genres,node.titleGenres.__typename,node.canHaveEpisodes,node.plot.plotText.plainText,node.plot.plotText.__typename,node.plot.__typename,node.latestTrailer.id,node.latestTrailer.__typename,node.series,node.releaseDate.day,node.releaseDate.month,node.releaseDate.year,node.releaseDate.__typename,node.productionStatus.currentProductionStage.id,node.productionStatus.currentProductionStage.text,node.productionStatus.currentProductionStage.__typename,node.productionStatus.__typename,node.__typename,node.latestTrailer,node.certificate,node.runtime
121,ChartTitleEdge,328,EpisodeConnection,Episodes,tt1628033,Top Gear,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Top Gear,TitleText,rm1462180096,1440,2057,https://m.media-amazon.com/images/M/MV5BNTJlYmZjNDAtYjA2YS00YjAyLWI4NmYtYjFhNmM5MDEyMWJmXkEyXkFqcGc@._V1_.jpg,"Jeremy Clarkson, James May, and Richard Hammond in Top Gear (2002)",Markdown,Image,2002,2022.0,YearRange,8.7,131578,RatingsSummary,3600.0,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Sport', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Talk-Show', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"The hosts talk about everything car-related. From new cars to how they're fueled, this show has it all.",Markdown,Plot,vi802408729,Video,,20.0,10.0,2002,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
122,ChartTitleEdge,10,EpisodeConnection,Episodes,tt13991232,1883,TitleText,tvMiniSeries,TV Mini Series,True,TV Mini Series,Markdown,DisplayableTitleTypeProperty,TitleType,1883,TitleText,rm3604932865,1058,1554,https://m.media-amazon.com/images/M/MV5BMDBjZDQyMWMtZmI0My00MzJlLWFhMTMtNWZmOTJkNzFlZTliXkEyXkFqcGc@._V1_.jpg,1883 (2021),Markdown,Image,2021,2022.0,YearRange,8.7,133517,RatingsSummary,3600.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Western', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"The post-Civil war generation of the Dutton family travels to Texas, and joins a wagon train undertaking the arduous journey west to Oregon, before settling in Montana to establish what would eventually become the Yellowstone Ranch.",Markdown,Plot,vi1677706521,Video,,19.0,12.0,2021,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
123,ChartTitleEdge,24,EpisodeConnection,Episodes,tt0459159,The Thick of It,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,The Thick of It,TitleText,rm2478413569,1056,1500,https://m.media-amazon.com/images/M/MV5BNTQ0NTdjZTctZWRhMS00YjNmLWIyOWQtMWJjNjJhYTgyOTdjXkEyXkFqcGc@._V1_.jpg,Peter Capaldi in The Thick of It (2005),Markdown,Image,2005,2012.0,YearRange,8.7,27801,RatingsSummary,1800.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,The Minister for Social Affairs is continually harassed by Number 10's policy enforcer and dependent on his not-so-reliable team of civil servants.,Markdown,Plot,vi3858284057,Video,,19.0,5.0,2005,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
124,ChartTitleEdge,18,EpisodeConnection,Episodes,tt10801534,How to with John Wilson,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,How to with John Wilson,TitleText,rm147348481,1013,1500,https://m.media-amazon.com/images/M/MV5BYTQwMTMyODYtNzkwOC00MmM0LTkyNGItNDAxYjE0Yjc1NjhhXkEyXkFqcGc@._V1_.jpg,John Wilson in How to with John Wilson (2020),Markdown,Image,2020,2023.0,YearRange,8.7,15245,RatingsSummary,1800.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Documentary', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,An anxious New Yorker attempts to give everyday advice while dealing with his own personal issues.,Markdown,Plot,vi2297284889,Video,,23.0,10.0,2020,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
125,ChartTitleEdge,105,EpisodeConnection,Episodes,tt1795096,Behzat Ç: An Ankara Detective Story,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Behzat Ç.,TitleText,rm2658440194,1080,1498,https://m.media-amazon.com/images/M/MV5BZmMyM2Q3YWMtMmE4NS00ODczLWIwYjctN2MzZThiZWEyMTcyXkEyXkFqcGc@._V1_.jpg,Behzat Ç: An Ankara Detective Story (2010),Markdown,Image,2010,2019.0,YearRange,8.8,34618,RatingsSummary,5400.0,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Mystery', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,An inharmonious police team in Ankara Police Force and its discredited police chief fight crime.,Markdown,Plot,,,,19.0,9.0,2010,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
126,ChartTitleEdge,106,EpisodeConnection,Episodes,tt5555260,This Is Us,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,This Is Us,TitleText,rm3528846337,675,1000,https://m.media-amazon.com/images/M/MV5BNzk4YzY2ZjUtNTQ2YS00MWQ5LTgzZjctZTRlMmZlMzNjNDc3XkEyXkFqcGc@._V1_.jpg,"Sterling K. Brown, Chrissy Metz, and Faithe Herman in This Is Us (2016)",Markdown,Image,2016,2022.0,YearRange,8.7,166505,RatingsSummary,2700.0,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Romance', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"A heartwarming and emotional story about a unique set of triplets, their struggles, and their wonderful parents.",Markdown,Plot,vi1054130969,Video,,20.0,9.0,2016,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
127,ChartTitleEdge,79,EpisodeConnection,Episodes,tt1518542,Sarabhai V/S Sarabhai,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Sarabhai V/S Sarabhai,TitleText,rm1500905984,340,500,https://m.media-amazon.com/images/M/MV5BYzQ5OWMxM2YtZDVkNS00Y2E4LWJmOTItYmMwNTM0Nzk4NTczXkEyXkFqcGc@._V1_.jpg,"Ratna Pathak Shah, Satish Shah, Rupali Ganguly, and Sumeet Raghavan in Sarabhai V/S Sarabhai (2004)",Markdown,Image,2004,2017.0,YearRange,8.9,19166,RatingsSummary,1800.0,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"The show revolves around the lives of the members of an Uber Wealthy - High Society Gujarati family of Cuffe Parade - South Mumbai, whose daughter-in-law is from a middle class Delhi background.",Markdown,Plot,vi2049030681,Video,,8.0,11.0,2004,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
128,ChartTitleEdge,25,EpisodeConnection,Episodes,tt0111958,Father Ted,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Father Ted,TitleText,rm3791537153,800,1200,https://m.media-amazon.com/images/M/MV5BN2NmMzNkZDAtYzEyMy00NzY2LTlhMmMtNzc2M2M5ZTk2MmY2XkEyXkFqcGc@._V1_.jpg,"Frank Kelly, Pauline McLynn, Dermot Morgan, and Ardal O'Hanlon in Father Ted (1995)",Markdown,Image,1995,1998.0,YearRange,8.7,45773,RatingsSummary,1500.0,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Three misfit priests and their housekeeper live on Craggy Island, not the peaceful and quiet part of Ireland that it seems to be.",Markdown,Plot,vi1099086873,Video,,21.0,4.0,1995,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
129,ChartTitleEdge,10,EpisodeConnection,Episodes,tt14392248,Aspirants,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Aspirants,TitleText,rm701847041,2700,4000,https://m.media-amazon.com/images/M/MV5BMjE0NjJiYjYtNDUzZC00MGE2LTgzNDktZTVmOWI1Y2E2MDFkXkEyXkFqcGc@._V1_.jpg,"Naveen Kasturia, Sunny Hinduja, Shivankit Singh Parihar, Namita Dubey, and Abhilash Thapliyal in Aspirants (2021)",Markdown,Image,2021,,YearRange,9.2,315129,RatingsSummary,2700.0,Runtime,,,True,CanRate,"[{'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,It is the story of the journey of three UPSC (public service competitive exams in India) aspirants and their friendship against all odds.,Markdown,Plot,vi20039449,Video,,7.0,4.0,2021,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
130,ChartTitleEdge,25,EpisodeConnection,Episodes,tt8111088,The Mandalorian,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,The Mandalorian,TitleText,rm2603036161,1688,2500,https://m.media-amazon.com/images/M/MV5BNjgxZGM0OWUtZGY1MS00MWRmLTk2N2ItYjQyZTI1OThlZDliXkEyXkFqcGc@._V1_.jpg,"Carl Weathers, Giancarlo Esposito, Pedro Pascal, Shirley Henderson, Paul Sun-Hyung Lee, Katee Sackhoff, Amy Sedaris, Omid Abtahi, Emily Swallow, and Katy O'Brian in The Mandalorian (2019)",Markdown,Image,2019,,YearRange,8.6,617022,RatingsSummary,2400.0,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Fantasy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"The travels of a lone bounty hunter in the outer reaches of the galaxy, far from the authority of the New Republic.",Markdown,Plot,vi2747386137,Video,,12.0,11.0,2019,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
131,ChartTitleEdge,54,EpisodeConnection,Episodes,tt0994314,Code Geass,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Kôdo Giasu: Hangyaku no Rurûshu,TitleText,rm3356955905,1000,1426,https://m.media-amazon.com/images/M/MV5BNTk4MWYwNmUtODFjNC00NWJhLWExNGYtMGU4YmRlNzEwOTY1XkEyXkFqcGc@._V1_.jpg,Code Geass (2006),Markdown,Image,2006,2008.0,YearRange,8.7,88739,RatingsSummary,1440.0,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"After being given a mysterious power to control others, an outcast prince becomes the masked leader of the rebellion against an all-powerful empire.",Markdown,Plot,vi3205152281,Video,,,,2008,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
132,ChartTitleEdge,124,EpisodeConnection,Episodes,tt1266020,Parks and Recreation,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Parks and Recreation,TitleText,rm239932929,680,1000,https://m.media-amazon.com/images/M/MV5BNDlhMzAwNTAtNTk2NS00MTdkLWE3ZWYtMDU0MTFiYmU2ZTc0XkEyXkFqcGc@._V1_.jpg,"Adam Scott, Rashida Jones, Jim O'Heir, Nick Offerman, Amy Poehler, Chris Pratt, Retta, Aziz Ansari, and Aubrey Plaza in Parks and Recreation (2009)",Markdown,Image,2009,2015.0,YearRange,8.6,300276,RatingsSummary,1320.0,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,The absurd antics of an Indiana town's public officials as they pursue sundry projects to make their city a better place.,Markdown,Plot,vi1406650649,Video,,9.0,4.0,2009,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
133,ChartTitleEdge,217,EpisodeConnection,Episodes,tt0106179,The X-Files,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,The X Files,TitleText,rm73865472,1620,2400,https://m.media-amazon.com/images/M/MV5BNzg3ODVhZWEtYmI0MC00NDQ0LWEyNGYtM2M0MTRhZTZmMjU3XkEyXkFqcGc@._V1_.jpg,Gillian Anderson and David Duchovny in The X-Files (1993),Markdown,Image,1993,2018.0,YearRange,8.6,260146,RatingsSummary,2700.0,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Two F.B.I. Agents, Fox Mulder the believer and Dana Scully the skeptic, investigate the strange and unexplained, while hidden forces work to impede their efforts.",Markdown,Plot,vi1053801753,Video,,10.0,9.0,1993,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
134,ChartTitleEdge,73,EpisodeConnection,Episodes,tt1856010,House of Cards,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,House of Cards,TitleText,rm919970304,1382,2048,https://m.media-amazon.com/images/M/MV5BMTQ4MDczNDYwNV5BMl5BanBnXkFtZTcwNjMwMDk5OA@@._V1_.jpg,Kevin Spacey in House of Cards (2013),Markdown,Image,2013,2018.0,YearRange,8.6,544157,RatingsSummary,3000.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,A Congressman works with his equally conniving wife to exact revenge on the people who betrayed him.,Markdown,Plot,vi1076543257,Video,,1.0,2.0,2013,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
135,ChartTitleEdge,41,EpisodeConnection,Episodes,tt4288182,Atlanta,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Atlanta,TitleText,rm4170255361,1080,1350,https://m.media-amazon.com/images/M/MV5BMDAzMDdkZmEtN2QxMi00NGQ2LTg3MTEtYTBlMmNmYmJjOTc1XkEyXkFqcGc@._V1_.jpg,"Donald Glover, Brian Tyree Henry, LaKeith Stanfield, and Zazie Beetz in Atlanta (2016)",Markdown,Image,2016,2022.0,YearRange,8.6,93329,RatingsSummary,1800.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Music', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Earn and his cousin, Alfred, try to make their way in the world through Atlanta's rap scene. Along the way they come face-to-face with social and economic issues touching on race, relationships, poverty, status and parenthood.",Markdown,Plot,vi4158900505,Video,,6.0,9.0,2016,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
136,ChartTitleEdge,36,EpisodeConnection,Episodes,tt0348914,Deadwood,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Deadwood,TitleText,rm1774968065,1242,1777,https://m.media-amazon.com/images/M/MV5BODFiMjBkNDMtN2I1NS00YWM3LTliNWEtMTg0NjVlN2I5YTNlXkEyXkFqcGc@._V1_.jpg,"Powers Boothe, Keith Carradine, Ian McShane, Timothy Olyphant, and Molly Parker in Deadwood (2004)",Markdown,Image,2004,2006.0,YearRange,8.6,122743,RatingsSummary,3600.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'History', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"A show set in the late 1800s, revolving around the characters of Deadwood, South Dakota; a town of deep corruption and crime.",Markdown,Plot,vi2035268121,Video,,21.0,3.0,2004,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
137,ChartTitleEdge,289,EpisodeConnection,Episodes,tt1305826,Adventure Time,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Adventure Time,TitleText,rm3593672705,482,719,https://m.media-amazon.com/images/M/MV5BMjkxMzIwNmQtMzM5Ni00YWJiLTg4YjQtNjBiN2IxMjZhMGQ2XkEyXkFqcGc@._V1_.jpg,Adventure Time (2010),Markdown,Image,2010,2018.0,YearRange,8.6,121118,RatingsSummary,1380.0,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"A 12-year-old boy and his best friend, a wise 28-year-old dog with magical powers, go on a series of surreal adventures in a remote future.",Markdown,Plot,vi2311437593,Video,,5.0,4.0,2010,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
138,ChartTitleEdge,96,EpisodeConnection,Episodes,tt0773262,Dexter,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Dexter,TitleText,rm4013496576,1275,1650,https://m.media-amazon.com/images/M/MV5BMTQ3YmQ4YzMtOTkyZC00YmM5LThhZjEtM2E0MjFkNTc0OGJhXkEyXkFqcGc@._V1_.jpg,Michael C. Hall in Dexter (2006),Markdown,Image,2006,2013.0,YearRange,8.6,828773,RatingsSummary,3600.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Mystery', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"He's smart. He's lovable. He's Dexter Morgan, America's favorite serial killer, who spends his days solving crimes and his nights committing them.",Markdown,Plot,vi695910425,Video,,1.0,10.0,2006,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
139,ChartTitleEdge,60,EpisodeConnection,Episodes,tt4786824,The Crown,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,The Crown,TitleText,rm4205663745,1500,2222,https://m.media-amazon.com/images/M/MV5BODcyODZlZDMtZGE0Ni00NjBhLWJlYTAtZDdlNWY3MzkwMGVhXkEyXkFqcGc@._V1_.jpg,Elizabeth Debicki in The Crown (2016),Markdown,Image,2016,2023.0,YearRange,8.6,268048,RatingsSummary,3600.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Biography', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'History', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,Follows the political rivalries and romances of Queen Elizabeth II's reign and the events that shaped Britain for the second half of the 20th century.,Markdown,Plot,vi3235694873,Video,,4.0,11.0,2016,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
140,ChartTitleEdge,78,EpisodeConnection,Episodes,tt0268093,Ramayan,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Ramayan,TitleText,rm49814272,299,422,https://m.media-amazon.com/images/M/MV5BN2ZhOGFhNDgtZDdiNy00OTM1LTkwYzctN2ZlYTY5MDJlMTFmXkEyXkFqcGc@._V1_.jpg,"Deepika Chikhalia, Dara Singh Randhawa, Arvind Trivedi, Sanjay Jog, and Arun Govil in Ramayan (1987)",Markdown,Image,1987,1988.0,YearRange,9.0,25688,RatingsSummary,1800.0,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Family', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"An adaptation of the ancient epic in which the exiled Prince Rama and his brother Laxman set out to save Rama's wife, Sita, who has been kidnapped by the demon king of Lanka Ravana.",Markdown,Plot,,,,25.0,1.0,1987,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
141,ChartTitleEdge,5,EpisodeConnection,Episodes,tt9140342,It's a Sin,TitleText,tvMiniSeries,TV Mini Series,True,TV Mini Series,Markdown,DisplayableTitleTypeProperty,TitleType,It's a Sin,TitleText,rm1097979649,2025,3000,https://m.media-amazon.com/images/M/MV5BMzI4NThmYTQtY2E2Ni00NjI0LThmYzQtNmZlMmI1NzY2OWQ0XkEyXkFqcGc@._V1_.jpg,"Nathaniel Curtis, Callum Scott Howells, Olly Alexander, Omari Douglas, and Lydia West in It's a Sin (2021)",Markdown,Image,2021,2021.0,YearRange,8.6,39032,RatingsSummary,2700.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"It is 1981 and Ritchie, Roscoe and Colin begin a new life in London. Strangers at first, these lads and Jill find themselves thrown together. But a new virus is on the rise, and soon their lives will be tested in ways they never imagined.",Markdown,Plot,vi1296154905,Video,,18.0,2.0,2021,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
142,ChartTitleEdge,26,EpisodeConnection,Episodes,tt7472896,Mr Inbetween,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Mr Inbetween,TitleText,rm55689217,864,1260,https://m.media-amazon.com/images/M/MV5BMmI3MmFiODctNzhkZi00ZWVmLWJjYTctYzMyMmIxNGE1ZGZhXkEyXkFqcGc@._V1_.jpg,Scott Ryan in Mr Inbetween (2018),Markdown,Image,2018,2021.0,YearRange,8.7,38758,RatingsSummary,1800.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Ray Shoesmith is a father, ex-husband, boyfriend, brother and best friend; tough roles to juggle in the modern age. Especially, when you're also a criminal for hire.",Markdown,Plot,vi1518651161,Video,,25.0,9.0,2018,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
143,ChartTitleEdge,38,EpisodeConnection,Episodes,tt1733785,The Bridge,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Bron/Broen,TitleText,rm1526325504,2362,3366,https://m.media-amazon.com/images/M/MV5BMjQ3MDAzNDU4NV5BMl5BanBnXkFtZTgwNjE2NDQ0NzE@._V1_.jpg,"Nicolas Bro, Sofia Helin, Maria Kulle, Thure Lindhardt, Reuben Sallmander, and Sonja Richter in The Bridge (2011)",Markdown,Image,2011,2018.0,YearRange,8.6,80414,RatingsSummary,3600.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Mystery', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Thriller', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"When a body is found on the bridge between Denmark and Sweden, right on the border, Danish inspector Martin Rohde and Swedish Saga Norén have to share jurisdiction and work together to find the killer.",Markdown,Plot,vi3548494361,Video,,21.0,9.0,2011,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
144,ChartTitleEdge,39,EpisodeConnection,Episodes,tt3322312,Daredevil,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Daredevil,TitleText,rm3675684096,1383,2048,https://m.media-amazon.com/images/M/MV5BODcwOTg2MDE3NF5BMl5BanBnXkFtZTgwNTUyNTY1NjM@._V1_.jpg,Charlie Cox in Daredevil (2015),Markdown,Image,2015,2018.0,YearRange,8.6,494251,RatingsSummary,3600.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"A blind lawyer by day, vigilante by night. Matt Murdock fights the crime of New York as Daredevil.",Markdown,Plot,vi331463961,Video,,10.0,4.0,2015,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
